,Adana,Adiyaman,Afyon,Agri,Amasya,Ankara,Antalya,Artvin,Aydin,Balikesir,Bilecik,Bingol,Bitlis,Bolu,Burdur,Bursa,Canakkale,Cankiri,Corum,Denizli,Diyarbakir,Edirne,Elazig,Erzincan,Erzurum,Eskisehir,Gaziantep,Giresun,Gumushane,Hakkari,Hatay,Isparta,Icel,Istanbul,Izmir,Kars,Kastamonu,Kayseri,Kirklareli,Kirsehir,Kocaeli,Konya,Kutahya,Malatya,Manisa,Maras,Mardin,Mugla,Mus,Nevsehir,Nigde,Ordu,Rize,Sakarya,Samsun,Siirt,Sinop,Sivas,Tekirdag,Tokat,Trabzon,Tunceli,Sanliurfa,Usak,Van,Yozgat,Zonguldak
Adana,0,0.023199197,0.013360794,0.007925192,0.012509371,0.015623949,0.013719955,0.007319058,0.008573052,0.008553894,0.009968405,0.012094368,0.010458655,0.011308324,0.011409441,0.009146637,0.006947128,0.013291207,0.013314322,0.009981402,0.014638117,0.006554568,0.015720195,0.011358658,0.009463208,0.011127522,0.037163763,0.010559635,0.009752529,0.008515834,0.040082383,0.01234796,0.110952683,0.008153073,0.008496931,0.007572438,0.011095268,0.022990196,0.006662955,0.020415294,0.009246057,0.021504874,0.011358658,0.019680553,0.008670142,0.041159866,0.01441758,0.008789593,0.010303816,0.026675035,0.03734505,0.010487308,0.00827647,0.009678553,0.010501694,0.010843818,0.008749412,0.017887232,0.007148212,0.015372962,0.009006747,0.012308256,0.022319928,0.011095268,0.008506372,0.016185487,0.010153495
Adiyaman,0.02440082,0,0.008917243,0.012426344,0.012660803,0.010637082,0.009067872,0.010512103,0.006584032,0.006573282,0.007603655,0.023072409,0.019449929,0.008493956,0.008044226,0.007138538,0.005755733,0.01025767,0.011503244,0.007340265,0.039279369,0.005595741,0.028453253,0.014693925,0.015221684,0.008224996,0.053681805,0.011325275,0.011859014,0.012108678,0.025163346,0.008476074,0.02018113,0.006654769,0.006541243,0.011015418,0.009057672,0.018426249,0.005670613,0.01410205,0.007326907,0.011738004,0.00802019,0.043525788,0.006638311,0.049099212,0.027203617,0.006704638,0.017391513,0.015544924,0.015050973,0.011076026,0.009428888,0.007582176,0.010693587,0.020753275,0.00895692,0.019449929,0.006000202,0.015425806,0.010336676,0.019263806,0.073874043,0.007894383,0.013835517,0.013157305,0.007855874
Afyon,0.011695115,0.007421152,0,0.005099924,0.011300676,0.0260751,0.022871333,0.00533543,0.019037786,0.020811493,0.031759719,0.006059042,0.005158815,0.015804954,0.039188893,0.024457302,0.012667865,0.017271393,0.01337585,0.029651773,0.006114325,0.00971203,0.006980522,0.007091323,0.005914652,0.046215867,0.00860244,0.007572091,0.006506117,0.004552514,0.008771336,0.039419416,0.011860709,0.014536444,0.020430795,0.005027232,0.013349204,0.012862381,0.009987035,0.01551227,0.019146573,0.030050676,0.066349511,0.007774131,0.021617099,0.008829118,0.006070019,0.018062805,0.005510938,0.015230229,0.014197671,0.007968253,0.006108752,0.021409906,0.009913167,0.005239484,0.009697975,0.009586982,0.011300676,0.010215397,0.006557046,0.006233768,0.00731583,0.057276074,0.004656915,0.014108001,0.013510687
Agri,0.010400591,0.015504584,0.007646096,0,0.013687971,0.009505175,0.007025853,0.025695577,0.006081701,0.006411596,0.007392914,0.02798599,0.042935771,0.00879,0.007025853,0.007095318,0.005955525,0.010231131,0.012163403,0.00658386,0.022679392,0.006148697,0.020053833,0.027227562,0.054901478,0.007788349,0.013219698,0.018434808,0.026232299,0.023149702,0.010509383,0.007285693,0.009707218,0.007150869,0.00614118,0.046730095,0.010179301,0.012388373,0.006221034,0.010631715,0.007764274,0.009010736,0.007344277,0.016772906,0.0062095,0.012373116,0.019395696,0.00601255,0.041008043,0.01126342,0.010699649,0.017057675,0.018536846,0.007992817,0.013324895,0.030353385,0.010932503,0.016336537,0.006536741,0.014928634,0.020801181,0.023751703,0.016126758,0.007050506,0.043305907,0.011974935,0.008235222
Amasya,0.011118762,0.010699186,0.011475012,0.009270684,0,0.020252031,0.00777678,0.009611133,0.007246733,0.008168886,0.010887492,0.010632316,0.008168886,0.016637365,0.008977154,0.00997754,0.007140275,0.027438235,0.073963939,0.008369843,0.00969328,0.007560758,0.012394686,0.018642965,0.012305031,0.01195902,0.011173534,0.020191936,0.015571356,0.005942954,0.009652032,0.008989012,0.010648955,0.010141106,0.007436811,0.009036763,0.026895978,0.019553685,0.007723817,0.022093125,0.012151219,0.012151219,0.010517283,0.014508918,0.007586045,0.012863294,0.00853787,0.007103009,0.00907291,0.018745681,0.015430119,0.023224172,0.012394686,0.013010865,0.05194414,0.007654311,0.025873317,0.030651722,0.008474075,0.059690196,0.01435587,0.013746833,0.009464092,0.009665742,0.007044185,0.034717767,0.014001404
Ankara,0.013784265,0.008922444,0.026281283,0.006390057,0.020102053,0,0.012415974,0.006761051,0.011201144,0.012743943,0.021579201,0.007463304,0.006151448,0.035362774,0.016005426,0.017681387,0.010343476,0.051559464,0.027681516,0.014159937,0.00740602,0.009903651,0.008898933,0.009817282,0.007710377,0.028988368,0.010036092,0.010755239,0.008737762,0.004944575,0.009918194,0.016043444,0.013984037,0.014910132,0.01166544,0.006277221,0.02756853,0.021107156,0.010187466,0.036313386,0.019749385,0.026179418,0.021717974,0.01021829,0.012039732,0.011390033,0.006767825,0.010858987,0.006654473,0.024383718,0.019521069,0.011565565,0.008040821,0.022145213,0.016120023,0.006145851,0.01556288,0.015281199,0.011545795,0.016928045,0.008829137,0.008257078,0.008338629,0.018354048,0.005455808,0.030982981,0.025202574
Antalya,0.016069551,0.010097758,0.030603445,0.006270496,0.010247782,0.016483105,0,0.006108181,0.026066306,0.017581979,0.018917319,0.007528807,0.006951015,0.012995376,0.073498437,0.016697969,0.01250601,0.013284162,0.011451864,0.040391033,0.008294921,0.009757137,0.008580679,0.008451281,0.007179191,0.021148135,0.011736661,0.008063677,0.007650861,0.006154296,0.011971708,0.068975456,0.018337033,0.012385096,0.020104954,0.006188274,0.011364777,0.01448596,0.009600438,0.015648882,0.014627748,0.027761019,0.024634091,0.009468648,0.020950489,0.012052163,0.008233985,0.028647953,0.006892244,0.016666932,0.016069551,0.008085491,0.006834458,0.015567377,0.009359926,0.007093995,0.009168517,0.01100222,0.010475244,0.010224412,0.007248835,0.007598991,0.009952064,0.030499351,0.006150075,0.013090233,0.011813978
Artvin,0.009932554,0.013563253,0.008271857,0.026571488,0.014674367,0.010399852,0.007077283,0,0.006485301,0.007024646,0.008174234,0.024914753,0.019383306,0.009847822,0.007311367,0.007823382,0.006497468,0.011404448,0.013760863,0.007038924,0.018519522,0.006720215,0.018585782,0.025526909,0.04383735,0.008432997,0.011833089,0.028003913,0.031106143,0.013492795,0.010028428,0.007332006,0.009317894,0.007888726,0.006583937,0.04947358,0.011673541,0.012237281,0.006803832,0.010755126,0.008614803,0.0090108,0.007930879,0.015813473,0.006659905,0.011806195,0.015837579,0.006409286,0.022934772,0.011171454,0.010634035,0.025034824,0.065342465,0.00888747,0.017912848,0.016413036,0.013945573,0.01591034,0.007170084,0.016057885,0.044399367,0.022536772,0.014020853,0.007600184,0.018291289,0.012165635,0.009177961
Aydin,0.009766772,0.007131421,0.024777635,0.005279496,0.009288315,0.014463893,0.025353859,0.005444274,0,0.029766988,0.016612814,0.006116218,0.005387108,0.01219822,0.032065174,0.019732415,0.019168632,0.011882462,0.010297199,0.069220059,0.006159412,0.013135132,0.00681385,0.006797917,0.005929115,0.018057407,0.007936058,0.007085075,0.006338465,0.004867035,0.008045874,0.029766988,0.010470261,0.012732449,0.067090211,0.005219466,0.010285056,0.010370663,0.012807236,0.011210447,0.015194647,0.016121493,0.021016211,0.007378788,0.055908509,0.008083158,0.006124809,0.088098257,0.005678208,0.011475957,0.011012282,0.007347706,0.006044163,0.014512026,0.00853398,0.005454489,0.008410538,0.008410538,0.013735004,0.008704319,0.006375532,0.006172489,0.007056414,0.03137312,0.004958344,0.010623298,0.011124652
Balikesir,0.009044331,0.006607899,0.025138746,0.005165715,0.009717498,0.015272974,0.015871914,0.005473074,0.027626881,0,0.032905188,0.005684464,0.005005984,0.019091217,0.020441101,0.053607127,0.039104716,0.012283272,0.010458238,0.028106514,0.005708516,0.019695076,0.006333862,0.006756825,0.005840315,0.027254802,0.007352113,0.007305664,0.006373761,0.004512083,0.007453661,0.020492851,0.009125903,0.020544863,0.046790035,0.005103831,0.012081606,0.009648005,0.018912795,0.01148181,0.028603096,0.014852617,0.036627494,0.006859895,0.059085227,0.007488137,0.005676491,0.020649684,0.005276842,0.010622935,0.010194806,0.007607778,0.00613233,0.026111859,0.009004089,0.005056013,0.009423372,0.008327856,0.021190252,0.008713322,0.006501748,0.006095389,0.006538511,0.036136947,0.004607101,0.01082176,0.016419221
Bilecik,0.008334376,0.006044194,0.03033555,0.004709935,0.010241282,0.020449844,0.0135038,0.005036035,0.012192002,0.026019517,0,0.005303066,0.004572001,0.029633338,0.018184094,0.067376853,0.017488527,0.014416219,0.011491564,0.016042108,0.005272489,0.013362841,0.0060328,0.006465456,0.005433617,0.080010013,0.006571664,0.007112001,0.00602712,0.003839713,0.006674454,0.0182359,0.008422107,0.025603204,0.015349643,0.004644994,0.013854548,0.010290677,0.013914785,0.013116396,0.046048929,0.015312921,0.058189101,0.00664673,0.016800003,0.007151733,0.004927483,0.011766178,0.004860137,0.011054924,0.009939132,0.007477571,0.005756116,0.062752952,0.009263098,0.004568737,0.00983226,0.008477882,0.016756024,0.008989889,0.006172421,0.005715001,0.005761297,0.025501199,0.004156364,0.012054239,0.022458951
Bingol,0.01186174,0.021514273,0.006788862,0.020914989,0.011732002,0.008296664,0.00630435,0.01800595,0.005265415,0.00527281,0.00622078,0,0.038114118,0.007157751,0.00623628,0.00588439,0.004853575,0.008455497,0.010257488,0.005775755,0.05214223,0.004875637,0.051427953,0.027303568,0.041713784,0.006662361,0.016287378,0.013802355,0.01965571,0.014751436,0.012052137,0.006512126,0.010695842,0.005727293,0.00523604,0.01965571,0.008408154,0.012835011,0.004936543,0.01044295,0.006257068,0.008445986,0.006231105,0.030772464,0.0053026,0.016078118,0.031416239,0.005196181,0.06586387,0.011273996,0.010530829,0.012769526,0.013480218,0.006456132,0.010428446,0.026438314,0.008581121,0.015874167,0.005203383,0.012968016,0.015577762,0.051782629,0.023174325,0.006139396,0.02228036,0.01077257,0.006668278
Bitlis,0.01139169,0.020141828,0.006419336,0.035635542,0.010010464,0.00759446,0.006464122,0.015557308,0.005150535,0.005156906,0.005956226,0.042328512,0,0.006713943,0.005969017,0.005676458,0.004792366,0.007713892,0.009014829,0.005585209,0.039898167,0.004811724,0.024597985,0.017817771,0.025422917,0.00631721,0.015853074,0.012085097,0.015793024,0.024525638,0.011549469,0.006195183,0.010410383,0.00554436,0.00512521,0.020338334,0.007678376,0.010718145,0.004865062,0.00914333,0.005986157,0.007706762,0.005964747,0.019081732,0.005182546,0.014426846,0.029361679,0.005201944,0.100466468,0.00970747,0.009203882,0.01136065,0.01213787,0.006149496,0.009275547,0.085966153,0.00783714,0.012520596,0.005097015,0.010801447,0.013278212,0.02467076,0.02143629,0.005888924,0.049635219,0.009369345,0.006321999
Bolu,0.010666466,0.007617297,0.017031125,0.006317758,0.017655739,0.037807315,0.010465503,0.006844737,0.010099576,0.017031125,0.033431468,0.006883887,0.005814168,0,0.012713375,0.026451272,0.01327426,0.030728499,0.020514765,0.011741784,0.00654687,0.014707123,0.00760126,0.009329712,0.007506442,0.024395936,0.008357867,0.010557306,0.008535694,0.004646845,0.008319352,0.012735798,0.010777906,0.027561821,0.012136466,0.006214455,0.02935446,0.014131501,0.015299147,0.019154369,0.047822498,0.016227409,0.022150912,0.008475584,0.012918063,0.009210711,0.006073337,0.009501575,0.006230541,0.015429909,0.013548212,0.011283121,0.008059372,0.063343835,0.01520252,0.005597827,0.016600453,0.011444053,0.018327912,0.01380726,0.008795612,0.00798805,0.007213983,0.015462949,0.00525178,0.017655739,0.045416335
Burdur,0.01064015,0.007132409,0.041751701,0.004992686,0.009418919,0.016918343,0.058520828,0.005024307,0.026248312,0.018029144,0.020282787,0.005929851,0.005110623,0.012569614,0,0.017203713,0.011840035,0.012910562,0.010720031,0.04759694,0.005979515,0.008868995,0.006748148,0.006729068,0.005716206,0.023640864,0.008140868,0.006799563,0.006091758,0.004547478,0.00828253,0.139990999,0.01168501,0.011859703,0.019089682,0.004927219,0.010703959,0.011533992,0.008792538,0.012459932,0.014540817,0.022665209,0.029502235,0.007437022,0.02005489,0.008330853,0.005939718,0.029624651,0.005433441,0.013270522,0.01252551,0.007096959,0.005657322,0.015725861,0.008489347,0.005184852,0.008340585,0.008760173,0.009726895,0.008696152,0.006014778,0.005994577,0.007040967,0.041508959,0.004645114,0.011155533,0.011208071
Bursa,0.00849536,0.006303738,0.025951155,0.005021622,0.010426124,0.018614179,0.013241371,0.00535438,0.016087368,0.047090175,0.074848594,0.005572583,0.004840447,0.026046214,0.017134016,0,0.026238437,0.013997276,0.011376986,0.016271434,0.00554218,0.016930039,0.006292581,0.00679142,0.005757584,0.047722258,0.006817465,0.007430111,0.006354438,0.004095977,0.006916942,0.017175402,0.008577342,0.029261796,0.02208266,0.004955133,0.01370061,0.010290328,0.016271434,0.012765918,0.053868307,0.014600855,0.041101829,0.006890132,0.024862295,0.007376158,0.005197819,0.013143469,0.005130315,0.010973174,0.009972814,0.007788189,0.006082649,0.044720858,0.009506172,0.004837154,0.010043244,0.008629389,0.018961644,0.009104503,0.006499649,0.006041305,0.006025946,0.022937472,0.004419277,0.011851027,0.020791276
Canakkale,0.00916404,0.007218565,0.019090307,0.005986231,0.010596823,0.015465195,0.014084759,0.00631568,0.022195104,0.04878634,0.027592274,0.006527972,0.005803892,0.01856392,0.01674755,0.037264843,0,0.012963764,0.0116614,0.02040156,0.006498567,0.046538121,0.00720826,0.007662195,0.006705692,0.024044696,0.007720774,0.008223756,0.007265304,0.005046863,0.007810342,0.016775369,0.009231053,0.031558664,0.031073146,0.005919562,0.012783256,0.010497684,0.043157147,0.012196585,0.025058988,0.013429219,0.023595263,0.007750401,0.03005587,0.008177144,0.006184184,0.018228831,0.006094612,0.010988871,0.01026298,0.008529369,0.007013036,0.023485517,0.009910473,0.005800559,0.010315396,0.009222623,0.053716874,0.009599593,0.007398368,0.00697429,0.00698877,0.023431026,0.005371687,0.011594457,0.016474343
Cankiri,0.012157961,0.008921001,0.018048932,0.00713135,0.028237844,0.053457904,0.010374793,0.007687141,0.009540852,0.010626685,0.01577249,0.007886245,0.006478247,0.029799938,0.012663626,0.013785404,0.008989712,0,0.044890932,0.011518068,0.007595429,0.009780706,0.009106613,0.01142412,0.008742803,0.019238971,0.009989993,0.012968492,0.010223336,0.005027269,0.009130359,0.012686568,0.012307531,0.014090514,0.00986336,0.006995989,0.061429697,0.020123521,0.009905213,0.032724231,0.018142449,0.018002533,0.015843858,0.010163985,0.010119921,0.011276949,0.006885925,0.009300113,0.007017019,0.022960608,0.01809557,0.014118922,0.009312481,0.020065861,0.021157056,0.006314685,0.023112163,0.015843858,0.011133522,0.020967022,0.010344144,0.009425283,0.008356785,0.014034039,0.005768522,0.02846742,0.022445466
Corum,0.011380734,0.00934846,0.013061721,0.007922424,0.071129588,0.026819353,0.008357499,0.008667446,0.007726,0.00845468,0.011748514,0.008939784,0.00707451,0.018590688,0.009825709,0.010470275,0.007556492,0.041948219,0,0.009076175,0.008542979,0.00776266,0.01067524,0.014319304,0.010145616,0.013718914,0.010387178,0.017041464,0.012370363,0.005290155,0.009013667,0.009840484,0.01152099,0.010657854,0.007951303,0.007744286,0.033387358,0.023624267,0.007941653,0.030295936,0.013009785,0.01398274,0.011790851,0.012277527,0.008129096,0.01189804,0.007600374,0.007556492,0.007771879,0.022410692,0.017686276,0.01924683,0.010979735,0.014042751,0.037393841,0.006866655,0.021315707,0.022880846,0.008772014,0.036763607,0.012560311,0.011148079,0.008531841,0.010692683,0.006185182,0.062922328,0.015253898
Denizli,0.010237457,0.007157821,0.034743937,0.005145563,0.009658216,0.016461488,0.035369954,0.005319871,0.06231849,0.02726434,0.019679523,0.0060401,0.005259297,0.012767691,0.052347532,0.01796826,0.015862888,0.012914687,0.01089061,0,0.006086922,0.011265609,0.006804272,0.006786629,0.005838015,0.021994761,0.00807002,0.007106,0.006281704,0.004713163,0.008196378,0.047018741,0.011043783,0.012098813,0.035054151,0.005082285,0.010875526,0.010982,0.010997381,0.012043144,0.014595037,0.018920795,0.027169999,0.007435729,0.038117135,0.008239381,0.006049407,0.054152619,0.005568886,0.012385063,0.011789985,0.007400688,0.005962133,0.015672914,0.008763538,0.005330706,0.008619242,0.008619242,0.011754685,0.008963618,0.006322166,0.006101111,0.007073991,0.051658749,0.004808408,0.011298028,0.011479722
Diyarbakir,0.014633219,0.037332554,0.006982823,0.017275787,0.010901957,0.008391638,0.007079717,0.013642021,0.005404784,0.00539716,0.006304097,0.053147039,0.036618055,0.006938507,0.006409693,0.005965061,0.004924822,0.008300622,0.009991088,0.005932693,0,0.004801238,0.050020742,0.018850181,0.023620906,0.00674883,0.024142503,0.011123799,0.01454976,0.016145936,0.014918467,0.00669569,0.012927658,0.005606721,0.00537442,0.01454976,0.008013794,0.012927658,0.004859158,0.010541561,0.006103009,0.008706682,0.006393629,0.030490731,0.005443224,0.020740308,0.080559722,0.005490081,0.029663463,0.011371729,0.010629408,0.01049818,0.010917509,0.006288557,0.009344534,0.040926062,0.00793075,0.015944112,0.00511234,0.013015601,0.012225517,0.02772889,0.042517631,0.006309294,0.020300195,0.010870985,0.00648574
